n,51,596914.07,1137942.83
n,51,600350.89,1139716.81
n,51,600495.82,1139981.02
n,51,599584.83,1140564.37
n,51,596650.53,1140991.1
n,51,596005.8,1141901.32
n,51,599035.96,1138536.51
n,51,598669.61,1138460.77
n,51,598838.15,1138718.02
n,51,598216.84,1138658.27
n,51,598216.84,1138658.27
n,51,598216.84,1138658.27
n,51,596530.95,1142431.5
n,51,597543.09,1140094.61
